"polaridad","id_tuit","fecha","consulta","usuario","texto"
"0","120160329005263","2016-03-29 14:54","#ArribaPeru","@Renatorubio7","@diegoreba @ADiezGol No entiendo a los que les desean el mal a la selección. Así estemos últimos y en los peores momentos #ArribaPerú !"
"1","120160329005278","2016-03-29 13:03","#ArribaPeru","@JuanCarreraa","La selección peruana es como ese amor que sabes que te hace daño, pero igual te ilusionas. #CholoTerco #ArribaPerú #PeruvsUruguay"
"1","120160329005283","2016-03-29 12:48","#ArribaPeru","@JadielJoyce","Todo un país alentando al mismo equipo, Perú!!! #ArribaPerú @jadieljoyce nuevatop… https://www. instagram.com/p/BDi7_owSbCC/"
"1","120160329005284","2016-03-29 12:46","#ArribaPeru","@Jorgep_14","#ArribaPeru hoy salimos a matar!! https:// twitter.com/melaniaurbinak /status/714870749861912576 …"
"1","120160329005285","2016-03-29 12:45","#ArribaPeru","@JadielJoyce","Hoy juega la blanquirroja, con fé vamos a vencer a Uruguay. #ArribaPerú pic.twitter.com/tFMI1osSsQ"
"0","120160329005286","2016-03-29 12:39","#ArribaPeru","@orregocordo","#TresPalabrasParaLaSeleccion saquense la mierda #ArribaPerú"
"1","120160329005307","2016-03-29 11:13","#ArribaPeru","@locoporlaU","A pesar d las adversidades, siempre alentandote. Orgulloso de ser peruano #contigoperu #arribaperu #blanquirroja pic.twitter.com/4VCOjawrs7"
"1","120160329005311","2016-03-29 11:00","#ArribaPeru","@RichardE_Mn10","@CBBDix los verdaderos hinchas esperamos que estés en la cancha. Sabemos de tu compromiso y calidad. #BenaventeDebeEstar #ArribaPerú"
"1","120160329005314","2016-03-29 10:48","#ArribaPeru","@cosaseriaperu","Siempre te alentaremos y gritaremos #ArribaPerú pic.twitter.com/i6TanSgW2m"
"1","120160329005342","2016-03-29 07:04","#ArribaPeru","@stevebohorquez","Hoy somos un solo sentimiento hoy juega mi Selección, pongan huevos chicos Uds. Pueden #ArribaPeru #NoLaCaguesGareca"
"1","120160329005343","2016-03-29 07:03","#ArribaPeru","@Jesu_py","#TeApuestoQueEnElPartido jugamos como nunca y perdemos como siempre... El verdadero hincha nunca abandona.. #ArribaPeru"
"0","120160329012001","2016-03-29 21:19","#Blanquiroja","@GSSportPeru","@Horacon es una cruda estadística igual se quiere la #blanquiroja #ArribaPeru https:// twitter.com/horacon/status /714999217694117888 …"
"1","120160329012003","2016-03-29 20:17","#Blanquiroja","@CarolinaMP06","Que voy hacer siempre te voy a querer #blanquiroja #Peru es mi selección ya deben de olvidarse de la argolla pfff @TuFPF bah !"
"0","120160329012004","2016-03-29 18:20","#Blanquiroja","@manuelito2323","No haces nada con la #Blanquiroja @pizarrinha"
"1","120160329016021","2016-03-29 23:43","#chongoperu4no","@nukex_2009","Gracias #Benavente al menos demostraste disciplina y actitud eso vale! #CristianBenavente #CHONGOPERU4NO pic.twitter.com/tj2UpjkL08"
"0","120160329016029","2016-03-29 22:51","#chongoperu4no","@BRYAN_MUSIK","Tu puedes dijeron , falsas iluciones nos hacemos #CHONGOPERU4NO"
"0","120160329016031","2016-03-29 22:40","#chongoperu4no","@hslxvely","No vi el partido pero no hacía falta para darme cuenta que Gareca la cago #CHONGOPERU4NO"
"0","120160329016045","2016-03-29 21:16","#chongoperu4no","@CNMemes","#PeruVsUruguay | Claudio Pizarro recibe críticas tras perder por 1-0. ► http:// goo.gl/c6QGpD #CHONGOPERU4NO pic.twitter.com/kSs7SV16F6"
"0","120160329016047","2016-03-29 21:04","#chongoperu4no","@unintendedtae","ya fue si ni queríamos ir a rusia, allá no hay ceviche #CHONGOPERU4NO"
"0","120160329016049","2016-03-29 21:02","#chongoperu4no","@AlfredoSnchezCu","Algún día tendremos una buena selección y un buen presidente.. #CHONGOPERU4NO"
"1","120160329016053","2016-03-29 20:50","#chongoperu4no","@eduenns","Bueno a menos tenemos rica comida en perú :( #chongoperu4no uruguayo"
"1","120160329016056","2016-03-29 20:43","#chongoperu4no","@dxrkmalec","arqueraso que es Gallese merece estar en un equipo mejor que pt Aurich creo #CHONGOPERU4NO"
"0","120160329016059","2016-03-29 20:39","#chongoperu4no","@_930325","Debimos darnos cuenta que nada sería como esperábamos cuando #CHONGOPERU4NO no fue tt apenas la antesala se transmitía. Mal gente. Mal. :("
"0","120160329016062","2016-03-29 20:36","#chongoperu4no","@expIicitzouiss","PARA IR AL MUNDIAL TENDRÍAMOS ESTAR ENTRE LOS CINCO PRIMERO Y ESTAMOS EN EL PUESTO OCHO ,PÓNGANSE LAS PILAS CARAJO #CHONGOPERU4NO"
"1","120160329016063","2016-03-29 20:35","#chongoperu4no","@zjookyun","ah y obvio que mi negrito bello advincula también, se saca la mugre en cada partido y eso se nota #CHONGOPERU4NO"
"1","120160329016064","2016-03-29 20:34","#chongoperu4no","@zjookyun","los que se jugaron un partidazo hoy de hecho fueron cespedes y alberto rodriguez, mis respetos pa a ustedes #CHONGOPERU4NO"
"0","120160329016067","2016-03-29 20:32","#chongoperu4no","@zjookyun","todas estaban guerrero!!1!! nada huevona casi ni jugo en este partido ni tampoco en el anterior, era para que lo sacaran #CHONGOPERU4NO"
"0","120160329016079","2016-03-29 20:23","#chongoperu4no","@expIicitzouiss","LO QUE NOS FALTA ES QUE ELLOS SE PONGAN LOS HUEVOS BIEN PUESTOS #CHONGOPERU4NO"
"0","120160329016082","2016-03-29 20:21","#chongoperu4no","@DlVALEJO","@Andynsane PERDIMOS, BASTA LLORO CLORO CON TU GATA BAI #CHONGOPERU4NO"
"1","120160329016085","2016-03-29 20:20","#chongoperu4no","@isthekinglwt","VER ESTO ME HACE FELIZ #CHONGOPERU4NO pic.twitter.com/paw7PjgvQm"
"0","120160329016086","2016-03-29 20:20","#chongoperu4no","@Cesar002015","#CHONGOPERU4NO GARECA LE TIENE BRONCA A BENAVENTE, PORQUE NUNCA LO PONE, EN CAMBIO A PIZARRO SI LO IDOLATRA"
"0","120160329016087","2016-03-29 20:20","#chongoperu4no","@Villaverde151","#CHONGOPERU4NO encima pasaron el resumen que mierda"
"0","120160329016090","2016-03-29 20:19","#chongoperu4no","@expIicitzouiss","GARECA RECIBE MAS DE 50MIL DOLARES Y CON ESO NO LES PUEDE EXIGIR A ELLOS , Y TODABUENA NOS PONE A PIZARRO #CHONGOPERU4NO"
"0","120160329016091","2016-03-29 20:18","#chongoperu4no","@natie_dread","Por enésima vez, gritemos juntos a viva voz... No iremos al Mundial de nuevo! Y yo lo viví!!! #CHONGOPERU4NO pic.twitter.com/9Kqt1BwWHo"
"1","120160329016092","2016-03-29 20:18","#chongoperu4no","@Jaz_Valeria16","GALLESE ES LO MEJOR PORQUE EN SU CLUB NO HACE NI MRD Y EN LA SELECCION ES DIOS #CHONGOPERU4NO"
"0","120160329016093","2016-03-29 20:18","#chongoperu4no","@halxcline","Ya toca cambio generacional, ENTIENDE GARECA. #CHONGOPERU4NO"
"0","120160329016094","2016-03-29 20:17","#chongoperu4no","@LayletC","#CHONGOPERU4NO Rusia? Pa que? Allá no se come tan rico."
"0","120160329016096","2016-03-29 20:17","#chongoperu4no","@expIicitzouiss","GARECA GRACIAS POR METER A PIZARRO Y NO SACARLO HASTA EN SEGUNDO TIEMPO GRACIAS :D ME JODISTE LA VIDA , GRACIAS #CHONGOPERU4NO"
"1","120160329016098","2016-03-29 20:17","#chongoperu4no","@lovebiebs__swag","Alguien que se quiera unir al fandom de Gallese? Ese hombre se gano el cielo #CHONGOPERU4NO"
"0","120160329016100","2016-03-29 20:16","#chongoperu4no","@Norazug1","Gareca dime de q sirve q sean jugadores importantes si ya no dan la talla al menos acá en Perú ? #CHONGOPERU4NO"
"1","120160329016104","2016-03-29 20:15","#chongoperu4no","@lovebiebs__swag","Al único que amo es a Gallese les juro que si no fuera el estaríamos últimos SE GANO MI CORAZÓN #CHONGOPERU4NO"
"1","120160329016107","2016-03-29 20:14","#chongoperu4no","@MaferCuya","Lo bueno de este partido es que pude ver en HD al papacito de Cavani #CHONGOPERU4NO #FloroSelecciónPE"
"1","120160329016110","2016-03-29 20:13","#chongoperu4no","@darkfthood","#CHONGOPERU4NO Gallese siempre en mi cora Nunca lo reemplacen nUNCA"
"0","120160329016112","2016-03-29 20:13","#chongoperu4no","@expIicitzouiss","GARECA NOS RECAGO PONIENDO A PIZARRO SEÑORES #CHONGOPERU4NO"
"0","120160329016113","2016-03-29 20:12","#chongoperu4no","@xsafetyhoodx","#CHONGOPERU4NO *Gareca agradeciendo la actitud de la selección* Yo: Y POR QUÉ NO METIERON GOL? Y POR QUÉ NO METISTE A BENAVENTE?"
"1","120160329016116","2016-03-29 20:12","#chongoperu4no","@Norazug1","SOLO TE AMO @pedrogallese #CHONGOPERU4NO pic.twitter.com/iCte47DUJa"
"0","120160329016117","2016-03-29 20:12","#chongoperu4no","@pcyghr","gareca hasta la teta con lo mismo de siempre dESPEDIDO #CHONGOPERU4NO"
"0","120160329016119","2016-03-29 20:10","#chongoperu4no","@expIicitzouiss","YA SALIO EL VIEJA QUE NOS CAGOO MIERDA #CHONGOPERU4NO"
"0","120160329016120","2016-03-29 20:10","#chongoperu4no","@MaferCuya","¿En serio a un futbolista lo pueden alabar y odiar de un día para otro? QUE PENOSO #CHONGOPERU4NO"
"0","120160329016125","2016-03-29 20:08","#chongoperu4no","@expIicitzouiss","ESTÁBAMOS BIEN PERO UNOS QUE OTRO LA CAGARON #CHONGOPERU4NO"
"1","120160329016128","2016-03-29 20:08","#chongoperu4no","@expIicitzouiss","EL ARQUERO DE PERÚ ES MI CRUSH PERUANO BASTA JAJAJAJAJ ES ABEL 2.0 LITERAL"" SABEEE #CHONGOPERU4NO"""
"0","120160329016129","2016-03-29 20:08","#chongoperu4no","@chookoty_mr","Perdieron no? Se fue a la mierda todo #CHONGOPERU4NO"
"0","120160329016132","2016-03-29 20:07","#chongoperu4no","@njhoutloud","De verdad que tanto entrenamiento por las huevas para que siempre sea la misma mierda #CHONGOPERU4NO"
"1","120160329016135","2016-03-29 20:07","#chongoperu4no","@mivastar","hacen sufrir pero los amo igual asi me tienen estos cojudos #CHONGOPERU4NO"
"1","120160329016140","2016-03-29 20:06","#chongoperu4no","@zjookyun","hay que dar gracias que esta vez estos cojudos jugaron bien y no se dejaron meter más goles, me siento satisfecha por eso #CHONGOPERU4NO"
"1","120160329016141","2016-03-29 20:06","#chongoperu4no","@mivastar","en rusia hace frio, no hay ceviche, no h... ME LARGO A LLORAR MERECEMOS IR CSMR #CHONGOPERU4NO"
"0","120160329016145","2016-03-29 20:05","#chongoperu4no","@expIicitzouiss","LO BUENO ES QUE NO ESTAMOS ÚLTIMOS CARAJO #CHONGOPERU4NO pic.twitter.com/N4amYu35Vv"
"0","120160329016148","2016-03-29 20:05","#chongoperu4no","@isthekinglwt","AHORA QUIERO VER QUE EXCUSAS VA DECIR GARECA #CHONGOPERU4NO"
"0","120160329016151","2016-03-29 20:04","#chongoperu4no","@still4nne","paolo me llega al pincho nada más cuando quiere juega bien se puede ir a la mierda #CHONGOPERU4NO"
"0","120160329016155","2016-03-29 20:04","#chongoperu4no","@lmjdeckerstar","Perú no ira al mundial"" ""esta difícil"" Nosotros: #CHONGOPERU4NO pic.twitter.com/1MF5OsUukS"""
"1","120160329016156","2016-03-29 20:04","#chongoperu4no","@_kari_34","LO BUENO DEL PARTIDO ES QUE EL RIVAL LA SUFRIO HASTA EL FINAL Y NO NOS GOLEARON #CHONGOPERU4NO"
"0","120160329016157","2016-03-29 20:04","#chongoperu4no","@Cesar002015","#CHONGOPERU4NO YA NO APOYEN A ESTA HUEVADA DE SELECCIÓN, PERO CLARO SIEMPRE ESTÁN A LOS QUE LE METEN EL DEDO LAS CERVECERAS CON VAMOS PERU"""""
"0","120160329016159","2016-03-29 20:03","#chongoperu4no","@MaferCuya","No me gusta que se desanimen de esa forma, con la sele en todo momento. Copa Centenario es nuestra. #CHONGOPERU4NO #FloroSelecciónPE"
"0","120160329016165","2016-03-29 20:02","#chongoperu4no","@selxxlern","Perdimos CARAJOOOO #CHONGOPERU4NO #Harmonizers #iHeartAwards #BestFanArmy pic.twitter.com/GBVlPmQJro"
"0","120160329016170","2016-03-29 20:02","#chongoperu4no","@zjookyun","yo quería que gareca metiera a benavente pobre mi bebé se moría por jugar y no lo meten los odio #CHONGOPERU4NO"
"0","120160329016175","2016-03-29 20:01","#chongoperu4no","@irene_nanoc","Ni ganas tenemos de ir al Mundial hace frio en Rusia #CHONGOPERU4NO"
"1","120160329016176","2016-03-29 20:01","#chongoperu4no","@loutxhstyles","AY NO! MENTIRA, MENTIRA, YO SIGO AMANDO A PERÚ, PASE LO QUE PASE VOY A SEGUIR AMANDO PERÚ #CHONGOPERU4NO"
"1","120160329016183","2016-03-29 20:01","#chongoperu4no","@halseycojuda","gallese fue nuestro yisus, si no nos hubieran goleado como la ptm #CHONGOPERU4NO"
"0","120160329016184","2016-03-29 20:01","#chongoperu4no","@benatursl","no me jodan, quien digan que le batallamos el partido es una sucia mentira, no hicieron ni mierda #CHONGOPERU4NO"
"0","120160329016188","2016-03-29 20:00","#chongoperu4no","@lovebiebs__swag","Igual mucho frío hace en Rusia y allá no podríamos hacer chongo como acá #CHONGOPERU4NO"
"0","120160329016202","2016-03-29 19:59","#chongoperu4no","@expIicitzouiss","EL TIEMPO SE NOS FUE CON PIZARRO CUANDO TENÍAMOS PARA PONER A OTROS JUGADORES #CHONGOPERU4NO"
"0","120160329016203","2016-03-29 19:59","#chongoperu4no","@isthekinglwt","A ESTE PASO JAMAS VOY A VER A PERU EN UN MUNDIAL #CHONGOPERU4NO"
"0","120160329016204","2016-03-29 19:59","#chongoperu4no","@cloudyinspring","Gareca hasta tu gemela, Laura Bozzo tiene mas huevos que tú #CHONGOPERU4NO"
"0","120160329016208","2016-03-29 19:59","#chongoperu4no","@Jaz_Valeria16","BUENO GARECA GRACIAS POR EL 3ER PEUSTO, PER YA TE PUEDES IR TU Y TODA TU ARGOLLA :D #CHONGOPERU4NO"
"0","120160329016209","2016-03-29 19:59","#chongoperu4no","@selxxlern","Y buenoooo, perdimos again #CHONGOPERU4NO"
"0","120160329016215","2016-03-29 19:59","#chongoperu4no","@isthekinglwt","PUTA MADRE SIEMPRE NOS TOCA SUFRIR A NOSOTRAS #CHONGOPERU4NO"
"0","120160329016216","2016-03-29 19:59","#chongoperu4no","@notearszay","El idiota de Gareca trae a Benavente para no hacerlo jugar #CHONGOPERU4NO"
"0","120160329016217","2016-03-29 19:59","#chongoperu4no","@sonrisarcastica","Entiendan, ni Gareca, ni Markarian, ni... nadie puede hacer milagros, los jugadores que tiene el Perú son mediocres. #CHONGOPERU4NO"
"0","120160329016224","2016-03-29 19:58","#chongoperu4no","@casanovaespos","Me da mucha bronca porque SIEMPRE, SIEMPRE SIEMPRE, toda la vida se fallan goles que son necesarios #chongoperu4no"
"0","120160329016225","2016-03-29 19:58","#chongoperu4no","@blesscxrus","Pobre la madre de Gareca #CHONGOPERU4NO"
"0","120160329016228","2016-03-29 19:58","#chongoperu4no","@nxtilla","con los jugadores de siempre no vamos a llegar a nada #CHONGOPERU4NO"
"0","120160329016236","2016-03-29 19:58","#chongoperu4no","@expIicitzouiss","TODO VA A ESTAR BIEN"" NO MIERDA NADA ESTA MIERDA #CHONGOPERU4NO"""
"0","120160329016237","2016-03-29 19:58","#chongoperu4no","@MikiVentocilla","Perú perdió??? No es novedad #CHONGOPERU4NO"
"0","120160329016243","2016-03-29 19:58","#chongoperu4no","@vilca_fabian","#CHONGOPERU4NO adios mundial , por culpa de los experimentos de GARECA"
"0","120160329016253","2016-03-29 19:57","#chongoperu4no","@halxcline","Este mundial ya fue hace tiempo. Gareca debería pensar en Qatar y entrenar a los chibolos de una vez, pero no, terco es. #CHONGOPERU4NO"
"0","120160329016255","2016-03-29 19:57","#chongoperu4no","@Norazug1","Y LA TÍPICA FRASE NOS PERSIGUE : JUGAMOS COMO NUNCA PERDIMOS COMO SIEMPRE #CHONGOPERU4NO pic.twitter.com/30Ft1Ug8Oj"
"1","120160329016256","2016-03-29 19:57","#chongoperu4no","@sonrisarcastica","Matemáticamente todo es POSIBLE #CHONGOPERU4NO"
"1","120160329016261","2016-03-29 19:57","#chongoperu4no","@IsaJM2","Solo dire ... GRACIAS GALLESE VALES UN PERU ... NEGRO SIN TI SERIAMOS UNA MIERDA TE AMO HUEVON #CHONGOPERU4NO"
"0","120160329016269","2016-03-29 19:56","#chongoperu4no","@expIicitzouiss","VAMOS A VER QUE DICE ESTE COJUDO DEGARECA #CHONGOPERU4NO"
"1","120160329016270","2016-03-29 19:56","#chongoperu4no","@_kari_34","BUENO ESTA DERROTA DUELE MENOS QUE EL EMPATE DEL JUEVES #CHONGOPERU4NO"
"0","120160329016275","2016-03-29 19:56","#chongoperu4no","@_berryval","perdimos csmr, pero saben que? cada vez nos estamos haciendo notar y ya no es ah perú"" ahora es un ""es perú weon"" ,ahí vamos #CHONGOPERU4NO"""
"0","120160329016279","2016-03-29 19:56","#chongoperu4no","@benatursl","les juro que este partido me dolió como mierda #CHONGOPERU4NO"
"0","120160329016280","2016-03-29 19:56","#chongoperu4no","@hestechnicolor","bueno, seguiremos pensando que matemáticamente iremos al mundial? #CHONGOPERU4NO"
"0","120160329016284","2016-03-29 19:56","#chongoperu4no","@dionysusmood","Ptmr perdimos *ni vio el partido* #CHONGOPERU4NO"
"0","120160329016286","2016-03-29 19:56","#chongoperu4no","@xbroknheartsgox","#CHONGOPERU4NO ay peru como me dueles carajo"
"0","120160329016290","2016-03-29 19:55","#chongoperu4no","@jaguarinhavana","ese comentarista no se cansa de decir huevadas optimismo nivel dios #CHONGOPERU4NO"
"0","120160329016294","2016-03-29 19:55","#chongoperu4no","@Fake_H3rMitT","Ahora si aplica la frase Jugamos como nunca perdimos como siempre"" , menos Pizarro que se jubile de una vez. #CHONGOPERU4NO #PeruvsUruguay"""
"0","120160329016295","2016-03-29 19:55","#chongoperu4no","@beeeeeeeeeeett","HUEVONES DE MIERDA #CHONGOPERU4NO"
"0","120160329016303","2016-03-29 19:55","#chongoperu4no","@she_lays_down","Me dueles Perú #CHONGOPERU4NO"
"0","120160329016307","2016-03-29 19:55","#chongoperu4no","@expIicitzouiss","MIERDA QUE HAN ESTADO HACIENDO JODER CON VNZLA NOS PERDIMOS 37632 GOLES Y CON ELLOS UNOS 5 QUE MIERDA #CHONGOPERU4NO"
"0","120160329016309","2016-03-29 19:55","#chongoperu4no","@Kamila98","Mi mamá dijo que no nos dara lonche porque esta molesta y decepcionada #CHONGOPERU4NO"
"0","120160329016310","2016-03-29 19:55","#chongoperu4no","@njhoutloud","LA PUTA MADRE TODA LA VIDA ES LO MISMO #CHONGOPERU4NO"
"1","120160329016313","2016-03-29 19:55","#chongoperu4no","@Norazug1","Definitivamente lo mejor del partido: GALLESE, ADVINCULA, CÉSPEDES #CHONGOPERU4NO"
"0","120160329016319","2016-03-29 19:55","#chongoperu4no","@afire_l0ve","Me dolió más el partido contra Venezuela para ser honesta #CHONGOPERU4NO"
"0","120160329016327","2016-03-29 19:54","#chongoperu4no","@DlVALEJO","ME FUI A LLORAR BAI #CHONGOPERU4NO pic.twitter.com/0Pt7wk4AfE"
"0","120160329016328","2016-03-29 19:54","#chongoperu4no","@benatursl","ESTOY REVENTANDO #CHONGOPERU4NO"
"1","120160329016331","2016-03-29 19:54","#chongoperu4no","@xbroknheartsgox","#CHONGOPERU4NO igual fue bonito ver a los uruguayos metidos atras haciendo hora..."
"0","120160329016332","2016-03-29 19:54","#chongoperu4no","@_NARRYL0VE","PAOLO ES UNA MIERDA BALBIN NI QUE LO VUELVAN A METER GALLESE Y CUEVA AMOR POR SIEMPRE #CHONGOPERU4NO"
"1","120160329016333","2016-03-29 19:54","#chongoperu4no","@pilikatycatfore","Jugamos bien #CHONGOPERU4NO"
"0","120160329016334","2016-03-29 19:54","#chongoperu4no","@doneseenk","PUTA MADRE #CHONGOPERU4NO"
"0","120160329016335","2016-03-29 19:54","#chongoperu4no","@justxndorito","NOS VAMOS A LA MIERDA BYE AHÍ LAS VEO #CHONGOPERU4NO"
"0","120160329016341","2016-03-29 19:54","#chongoperu4no","@devilhispan","bueno perdimos #CHONGOPERU4NO"
"0","120160329016342","2016-03-29 19:54","#chongoperu4no","@_930325","Duele el corazón gente #CHONGOPERU4NO"
"1","120160329016343","2016-03-29 19:54","#chongoperu4no","@laureziner","lo importante es que tenemos salud y comida rica #CHONGOPERU4NO"
"0","120160329016344","2016-03-29 19:54","#chongoperu4no","@Norazug1","PTMMM CARAJO MRD LOS ODIO #CHONGOPERU4NO"
"0","120160329016348","2016-03-29 19:54","#chongoperu4no","@ygsenpai","Perú es el país de los casi casi mete gol"" vayanse alv #CHONGOPERU4NO"""
"0","120160329016349","2016-03-29 19:54","#chongoperu4no","@niazwilk","perú es como yo en la escuela primero iba de puta madre y al final de año la cagaba #CHONGOPERU4NO"
"1","120160329016350","2016-03-29 19:54","#chongoperu4no","@bpxdemi","el árbitro me cayó bien je #CHONGOPERU4NO"
"0","120160329016353","2016-03-29 19:54","#chongoperu4no","@Szan1Dra","Fuimos ... #PeruvsUruguay #ChongoPeru4no"
"0","120160329016358","2016-03-29 19:54","#chongoperu4no","@mivastar","NOOOOOOOOOOOOO AY TOY LLORANDO REAL #CHONGOPERU4NO"
"0","120160329016359","2016-03-29 19:54","#chongoperu4no","@halseycojuda","DIOOSSSS QUE COLERA HUEVONAS #CHONGOPERU4NO"
"0","120160329016361","2016-03-29 19:54","#chongoperu4no","@ljpflowrs","MI ESTRES VA A SER POR LA CULPA DE ESTOS TARADOS #CHONGOPERU4NO"
"0","120160329016371","2016-03-29 19:54","#chongoperu4no","@dxrkmalec","partido de mierda carajo negros imbéciles #CHONGOPERU4NO"
"0","120160329016375","2016-03-29 19:54","#chongoperu4no","@swagdxlls_","Todo mal hacen #CHONGOPERU4NO"
"0","120160329016376","2016-03-29 19:54","#chongoperu4no","@halseycojuda","ME VOY A LA MIERDA #CHONGOPERU4NO"
"0","120160329016377","2016-03-29 19:54","#chongoperu4no","@hxtbieber","Tmre perdimos csm #CHONGOPERU4NO"
"0","120160329016378","2016-03-29 19:53","#chongoperu4no","@expIicitzouiss","MIERDAAA HAGAN ALGO CARAJO #CHONGOPERU4NO"
"0","120160329016386","2016-03-29 19:53","#chongoperu4no","@JoValbrandur","Pizarro,eres el futbolista peruano +exitoso pero con la selección no hiciste nunca nada en tu Perra Vida—PPK #CHONGOPERU4NO #PeruvsUruguay"
"0","120160329016395","2016-03-29 19:53","#chongoperu4no","@hxtbieber","Jugamos como nunca perdemos como siempre"" #CHONGOPERU4NO"""
"0","120160329016399","2016-03-29 19:53","#chongoperu4no","@Kyuhyunprs_","FUE. #CHONGOPERU4NO"
"0","120160329016401","2016-03-29 19:53","#chongoperu4no","@_NARRYL0VE","PAOLO TE ODIO #CHONGOPERU4NO"
"0","120160329016402","2016-03-29 19:53","#chongoperu4no","@Imsohappiness","MIERDAAAAAAAAAAAAAAAAAAAAAAAAAAAAA #CHONGOPERU4NO"
"0","120160329016407","2016-03-29 19:53","#chongoperu4no","@laursupport","Ya fue chicas #CHONGOPERU4NO"
"0","120160329016408","2016-03-29 19:53","#chongoperu4no","@justxndorito","YA FUE MIERDA #CHONGOPERU4NO"
"0","120160329016409","2016-03-29 19:53","#chongoperu4no","@nxtilla","no sé si llorar o llorar #CHONGOPERU4NO"
"0","120160329016416","2016-03-29 19:53","#chongoperu4no","@_NARRYL0VE","BALBIN CARAJO PARA QUE LO METEN ERA PARA BENAVENTE #CHONGOPERU4NO"
"0","120160329016419","2016-03-29 19:53","#chongoperu4no","@Kyuhyunprs_","NO LE PERDONO A PAOLO SUS ERRORES, NO LE PERDONO NADA. #CHONGOPERU4NO"
"0","120160329016421","2016-03-29 19:53","#chongoperu4no","@benatursl","estoy llorando de rabia por la reconchesumare #CHONGOPERU4NO"
"0","120160329016426","2016-03-29 19:53","#chongoperu4no","@tbsangstark","ya nos cagamos #CHONGOPERU4NO"
"1","120160329016429","2016-03-29 19:53","#chongoperu4no","@svt_100417","#CHONGOPERU4NO VAMOS PERU QUE QUEDA UN MINUTO"
"1","120160329016431","2016-03-29 19:53","#chongoperu4no","@Louxspetit","Vamos muchachos tenemos 3 minutos. #CHONGOPERU4NO"
"0","120160329016432","2016-03-29 19:52","#chongoperu4no","@laursupport","Paolo de mierda #CHONGOPERU4NO"
"0","120160329016434","2016-03-29 19:52","#chongoperu4no","@lmjdeckerstar","Cuando escuchó que dicen: Jugamos como nunca, perdimos como siempre #CHONGOPERU4NO pic.twitter.com/whvJMGaAaw"
"0","120160329016435","2016-03-29 19:52","#chongoperu4no","@freiheit89_","Ya fue ya, quedan 2 minutos, nicagando pes. #CHONGOPERU4NO"
"0","120160329016437","2016-03-29 19:52","#chongoperu4no","@swagdxlls_","No, que hacen? Quieren ser humillados? #CHONGOPERU4NO"
"0","120160329016438","2016-03-29 19:52","#chongoperu4no","@MrJuliusGR","Esa cara de desesperación de Gareca... #CHONGOPERU4NO"
"0","120160329016440","2016-03-29 19:52","#chongoperu4no","@selxxlern","jugamos como nunca, perdimos como siempre"" YA LO VEO VENIR #CHONGOPERU4NO"""
"0","120160329016445","2016-03-29 19:52","#chongoperu4no","@httpgarcivarren","Tan solo uno por el amor de dios #CHONGOPERU4NO"
"0","120160329016448","2016-03-29 19:52","#chongoperu4no","@vilca_fabian","#CHONGOPERU4NO para q convocan a extranjeros si los va tener en banca??? gareca largate mrd , todo es tu culpa weon"
"1","120160329016449","2016-03-29 19:52","#chongoperu4no","@hxrryme","GARECA ME REPRESENTA EN ESTE MOMENTO #CHONGOPERU4NO"
"0","120160329016452","2016-03-29 19:52","#chongoperu4no","@xheydummyx","MIERDA, HAGAN QUE NO ESTAR HACIENDO MI TAREA VALGA LA PENA #CHONGOPERU4NO"
"0","120160329016453","2016-03-29 19:52","#chongoperu4no","@bunnyeonist","Creo que mejor pensamos en el mundial Qatar 2022 #CHONGOPERU4NO"
"0","120160329016455","2016-03-29 19:52","#chongoperu4no","@selxxlern","Adiós mundial #CHONGOPERU4NO"
"0","120160329016457","2016-03-29 19:52","#chongoperu4no","@Lilliamgm","#CHONGOPERU4NO los peruanos en los momentos importantes juegan hasta las hvas"
"1","120160329016461","2016-03-29 19:52","#chongoperu4no","@sparkielaurenz","Céspedes te has jugado un partidazo papá #CHONGOPERU4NO"
"0","120160329016464","2016-03-29 19:51","#chongoperu4no","@mivastar","que estamos pagando #CHONGOPERU4NO"
"1","120160329016465","2016-03-29 19:51","#chongoperu4no","@MrJuliusGR","Aún se puede CARAJO! Gaturro lo dice #CHONGOPERU4NO"
"1","120160329016467","2016-03-29 19:51","#chongoperu4no","@swagdxlls_","Vamos muchachos, la gente les tiene fe #CHONGOPERU4NO"
"0","120160329016468","2016-03-29 19:51","#chongoperu4no","@Fake_H3rMitT","Si en la conferencia de prensa de Perú oyen a Gareca decir  Matemáticamente Posible"" tírenle los micrófonos. #CHONGOPERU4NO #PeruvsUruguay"""
"0","120160329016469","2016-03-29 19:51","#chongoperu4no","@DarknessxGirl1","Así nos damos cuenta que los jugadores que están en el extranjero, no pintan en la selección #CHONGOPERU4NO #PeruvsUruguay"
"1","120160329016471","2016-03-29 19:51","#chongoperu4no","@lovebiebs__swag","Por favor yo tengo fe todavía si se puede #CHONGOPERU4NO"
"0","120160329016472","2016-03-29 19:51","#chongoperu4no","@MonicaEspinozaV","Con esta selección no le ganamos ni a la gente que pichanguea en mi cuadra csm #CHONGOPERU4NO"
"0","120160329016473","2016-03-29 19:51","#chongoperu4no","@AlexAc14_","#CHONGOPERU4NO Peredo vende humo"
"0","120160329016480","2016-03-29 19:51","#chongoperu4no","@pcyghr","CASI es lo unico que conocemos los odio #CHONGOPERU4NO"
